edad;sexo;actividad;descripcion_de_actividad;barrio;comuna;fecha;monto
24;mujer;servicios;servicios;robledo;7;26/8/2016;5000000
24;mujer;servicios;belleza y estetica;robledo;7;22/6/2017;7377170
24;mujer;servicios;belleza y estetica;manrique oriental;3;19/7/2017;7377170
25;hombre;servicios;belleza y estetica;la quiebra;13;12/4/2018;4000000
26;mujer;servicios;eventos y decoracion;san javier;13;21/12/2018;2500000
24;mujer;produccion;confecciones;belencito corazon;13;13/2/2017;3000000
23;mujer;comercio;comercio;cra 31 # 100 c 89;1;14/3/2016;3000000
25;mujer;comercio;ventas diversas;20 de julio san javier;13;24/9/2018;3000000
25;mujer;comercio;tienda de mascotas;robledo;7;24/9/2018;5000000
22;mujer;produccion;produccion;cristobal;13;16/2/2016;1.00E+07
25;mujer;comercio;ventas diversas;los alpes;16;10/5/2018;3000000
26;mujer;comercio;tiendas - venta de alimentos;la aurora;7;25/10/2018;3000000
23;mujer;servicios;servicios;enciso;8;16/8/2016;3500000
23;mujer;comercio;ventas diversas;belen los alpes;16;18/4/2017;3500000
25;mujer;servicios;la manicurista;manrique;3;5/4/2019;2000000
23;hombre;produccion;produccion;belencito;13;23/11/2016;5000000
22;mujer;comercio;comercio;robledo;7;26/8/2016;6890000
23;mujer;comercio;venta de alimentos;minorista;10;17/5/2017;7300000
22;hombre;servicios;servicios;san pablo;1;16/2/2016;3000000
24;mujer;comercio;ventas diversas;santa rosa de lima;13;9/8/2018;3000000
21;mujer;comercio;comercio;enciso;8;14/4/2016;1500000
23;mujer;comercio;venta de comidas preparadas;enciso;8;16/4/2018;4500000
21;mujer;servicios;servicios;san joaquin;4;16/7/2016;6000000
24;mujer;servicios;belleza y estetica;san joaquin;10;15/9/2018;7000000
21;mujer;produccion;produccion;olaya;13;14/4/2016;3000000
24;mujer;comercio;ventas diversas;olaya herrera;7;28/8/2018;3000000
22;mujer;produccion;confecciones;robledo villa sofia;7;11/1/2017;6890000
23;mujer;produccion;confecciones;robledo miramar;7;20/11/2017;7300000
21;mujer;servicios;servicios;floresta;12;19/8/2016;4500000
22;mujer;comercio;comercio;campo valdes;4;13/12/2016;6000000
22;mujer;servicios;belleza y estetica;floresta;12;8/8/2017;5000000
23;mujer;comercio;ventas diversas;cristobal;12;27/9/2018;1500000
21;hombre;servicios;servicios;san javier;13;25/4/2016;5000000
23;hombre;servicios;mantenimiento;san javier;13;21/2/2018;5000000
23;hombre;comercio;ventas diversas;el playon;2;21/9/2018;7800000
23;mujer;comercio;ventas diversas;caicedo;9;11/7/2018;3000000
20;mujer;comercio;comercio;floresta;12;16/2/2016;5000000
21;hombre;comercio;venta de comidas preparadas;la independencia;13;11/1/2017;1000000
23;mujer;comercio;ventas diversas;quintas de san javier;13;23/4/2018;5000000
23;mujer;comercio;venta de comidas preparadas;campo valdes;4;14/12/2017;5000000
24;mujer;comercio;venta de comidas preparadas;san javier el salado;13;19/2/2019;6000000
22;hombre;servicios;mantenimiento;picacho;6;11/12/2017;5000000
21;mujer;comercio;comercio;aranjuez;4;14/4/2016;6800000
24;mujer;comercio;fabricacion y comercializacion de calzado;aranjuez;;29/4/2019;8281000
21;hombre;servicios;servicios;robledo aures;7;11/5/2016;4000000
23;hombre;servicios;mantenimiento;belen altavista;16;25/9/2018;3000000
21;hombre;servicios;servicios;belencito;13;10/11/2016;6800000
21;mujer;comercio;comercio;sanata rosa;13;18/7/2016;3000000
23;mujer;comercio;venta de comidas preparadas;san javier;13;9/10/2018;5000000
22;mujer;comercio;ventas diversas;la america;10;6/9/2017;3000000
41;mujer;comercio;ventas diversas;belencito;1;6/9/2017;5000000
40;hombre;comercio;ventas diversas;guayabal;15;6/9/2017;4500000
22;mujer;produccion;confecciones;manrique central;4;24/4/2018;4800000
58;hombre;produccion;confecciones;manrrique central;4;21/9/2017;5000000
20;mujer;servicios;servicios;el socorro;13;14/4/2016;5000000
22;mujer;comercio;ventas diversas;san javier;13;18/12/2017;6000000
23;mujer;servicios;aceites de coco;san javier;;15/3/2019;7000000
20;hombre;comercio;comercio;buenos aire;9;22/3/2016;6000000
20;mujer;servicios;servicios;el corazon;90;28/11/2016;6890000
23;mujer;servicios;granero de productos de la canasta familiar;el corazon;;26/4/2019;6000000
20;mujer;comercio;comercio;belencito;13;24/11/2016;4500000
22;mujer;comercio;venta de comidas preparadas;belencito;13;18/7/2018;6000000
21;mujer;comercio;ventas diversas;robledo curazao;7;6/6/2017;4000000
54;mujer;comercio;ventas diversas;san diego;10;11/7/2017;6000000
22;mujer;comercio;ventas diversas;robledo el diamante;7;16/5/2018;5300000
;hombre;servicios;belleza y estetica;la america;12;13/3/2017;6000000
23;hombre;servicios;servicio de corte de pelo;la america;;25/4/2019;8281000
21;mujer;servicios;belleza y estetica;belencito;13;8/8/2017;6000000
20;mujer;servicios;servicios;belencito;13;16/7/2016;3000000
20;mujer;comercio;comercio;robledo aurora;7;10/11/2016;5000000
20;hombre;servicios;servicios;calasanz;12;13/7/2016;4500000
21;hombre;comercio;venta de alimentos;san javier el socorro;13;6/10/2017;6000000
21;mujer;comercio;ventas diversas;santa cruz;2;26/2/2018;4000000
21;hombre;servicios;belleza y estetica;robledo;7;22/8/2017;5000000
22;mujer;comercio;venta de comidas preparadas;nuevos conquistadores;13;12/7/2018;5000000
22;mujer;produccion;confecciones;robledo kennedy;6;23/4/2018;6000000
20;hombre;produccion;panaderia;moravia;4;18/4/2017;5000000
20;mujer;servicios;servicios;belen altavista;16;13/12/2016;6890000
20;hombre;comercio;venta de alimentos;independencia 2;13;22/8/2017;3000000
21;hombre;servicios;belleza y estetica;curazao;7;14/12/2017;5000000
19;mujer;comercio;comercio;manrique oriental;3;28/11/2016;6000000
20;hombre;comercio;ventas diversas;la milagrosa;9;25/1/2018;4000000
20;mujer;comercio;venta de comidas preparadas;san javier;13;13/10/2017;4500000
19;mujer;comercio;comercio;toscana;5;20/6/2016;2000000
20;mujer;comercio;ventas diversas;toscana;5;8/8/2017;4000000
21;mujer;servicios;belleza y estetica;doce de octubre;6;27/9/2018;3000000
20;mujer;comercio;tiendas - venta de alimentos;doce de octubre;6;17/4/2018;1000000
20;mujer;comercio;venta de comidas preparadas;floresta;12;8/8/2017;5000000
21;mujer;comercio;taller de confecciones yenifer;caicedo villaliliam;;5/4/2019;4000000
20;mujer;comercio;ventas diversas;manrique oriental;3;12/7/2018;2000000
19;mujer;comercio;venta de comidas preparadas;santa lucia;12;17/5/2017;3000000
21;mujer;servicios;belleza y estetica;popular 2;1;25/9/2018;1200000
18;mujer;comercio;comercio;la divisa;13;13/12/2016;5000000
20;mujer;produccion;confecciones;robledo aures;7;23/4/2018;5500000
19;mujer;produccion;confecciones;20 de julio;13;8/8/2017;6000000
20;hombre;comercio;ventas diversas;la pradera baja;13;15/5/2018;6000000
19;hombre;comercio;venta de comidas preparadas;laureles;11;19/4/2017;5000000
20;hombre;comercio;venta de comidas preparadas;laureles;11;23/11/2018;8450000
19;mujer;comercio;venta de comidas preparadas;san lucas;14;10/5/2018;5000000
20;mujer;produccion;confecciones;la divisa;13;21/3/2018;3000000
19;hombre;comercio;ventas diversas;la francia;2;25/9/2018;3500000
19;mujer;produccion;confecciones;manrique central;4;15/8/2018;3000000
19;mujer;comercio;ventas diversas;belencito betañia;13;12/4/2018;3000000
19;mujer;comercio;ventas diversas;chagualo;10;12/4/2018;3000000
19;mujer;comercio;tiendas - venta de alimentos;andalucia;2;14/6/2018;6000000
19;mujer;produccion;confecciones;san javier el salado;13;9/8/2018;3000000
19;mujer;comercio;ventas diversas;san javier;4;15/1/2019;5500000
26;mujer;comercio;comercio;campo valdes;4;11/5/2016;6890000
26;mujer;servicios;servicios;popular #1;1;16/2/2016;3000000
;mujer;produccion;porcicultura y/o avicultura;santa elena;90;21/3/2017;7000000
28;hombre;comercio;venta de comidas preparadas;belen rincon;16;13/6/2018;2500000
28;hombre;comercio;ventas diversas;poblado;14;24/8/2018;3000000
;hombre;comercio;venta de comidas preparadas;belen;16;27/3/2017;7377170
27;mujer;servicios;belleza y estetica;belen rincon;16;14/12/2017;2000000
29;mujer;servicios;negocio es una peluqueria;belen rinco;;15/4/2019;4000000
27;mujer;produccion;confecciones;belen rncon;16;25/1/2018;2000000
27;hombre;servicios;belleza y estetica;belen altavista;16;12/4/2018;2000000
27;hombre;comercio;venta de comidas preparadas;boston;10;20/11/2017;5000000
27;mujer;servicios;asesorias - capacitaciones;belen san bernardo;16;9/10/2018;4000000
27;mujer;comercio;ventas diversas;san javier;13;18/12/2017;7000000
27;mujer;servicios;salud;trinidad;15;25/1/2018;1.50E+07
26;mujer;comercio;ventas diversas;centro;10;13/6/2017;6000000
60;mujer;comercio;ventas diversas;robledo;7;12/7/2017;7370000
25;hombre;comercio;comercio;belen;90;16/8/2016;3000000
27;hombre;comercio;venta de comidas preparadas;belen;16;26/10/2018;3000000
27;mujer;servicios;belleza y estetica;belencito corazon;13;12/6/2018;5000000
27;hombre;comercio;ventas diversas;robledo;7;21/9/2018;8482000
27;hombre;servicios;salud;belen;16;9/8/2018;3500000
24;mujer;comercio;comercio;buenos aires;9;16/2/2016;6894540
27;mujer;comercio;confecciones linea propia - deportivos, blusas, enterizos;buenos aires;;17/4/2019;8281000
25;mujer;produccion;produccion;belen las playas;90;28/11/2016;4200000
27;mujer;produccion;marroquineria;belen las playas;16;14/8/2018;7800000
27;mujer;comercio;venta de comidas preparadas;centro;10;24/4/2018;5000000
26;hombre;comercio;ventas diversas;popular # 1;1;13/10/2017;4000000
27;hombre;comercio;ventas diversas;moravia;4;8/10/2018;2000000
25;hombre;servicios;entretenimiento;san pablo;1;21/11/2017;7300000
25;mujer;comercio;ventas diversas;floresta-santalucia;12;22/2/2018;4000000
26;mujer;comercio;venta de comidas preparadas;robledo kennedy;6;25/9/2018;3000000
26;mujer;servicios;publicidad - comunicaciones;santa lucia;13;24/4/2018;5000000
25;hombre;comercio;tiendas - venta de alimentos;san javier;13;26/1/2018;6000000
25;#N/A;servicios;confeccion a terceros;belencito;13;19/5/2017;6000000
25;mujer;comercio;ventas diversas;centro;10;17/5/2017;7377170
25;hombre;comercio;venta de comidas preparadas;buenos aires;9;13/6/2018;5000000
25;mujer;comercio;venta de comidas preparadas;belen rincon;16;25/1/2018;5000000
24;hombre;produccion;estampacion;belen las violetas;16;27/2/2017;4000000
24;#N/A;servicios;negocio de papeleria,variedades,internet,etc;belen los alpes;16;6/6/2017;7000000
50;#N/A;comercio;panaderia;boston;10;19/7/2017;6000000
25;mujer;comercio;ventas diversas;buenos aires;9;20/11/2017;4000000
23;hombre;comercio;comercio;centro;4;15/11/2016;6890000
48;hombre;comercio;ventas diversas;centro de medellin;10;5/9/2017;7000000
23;mujer;servicios;servicios;belen la gloria;90;24/11/2016;4500000
24;mujer;comercio;ventas diversas;belen la gloria;16;21/2/2018;7800000
;mujer;produccion;confecciones;castilla;5;21/3/2017;5000000
25;hombre;produccion;confecciones;la divisa;13;11/7/2018;5000000
24;mujer;comercio;ventas diversas;belen altavista;16;14/12/2017;5000000
22;hombre;comercio;comercio;belén las violetas;16;17/6/2016;6800000
23;hombre;comercio;comercio;america-san javier;13;21/11/2016;6000000
23;mujer;produccion;confecciones;santa fe;15;6/6/2017;5000000
51;mujer;produccion;confecciones;robledo aures;7;11/7/2017;2000000
22;mujer;comercio;comercio;robledo santa maria;7;13/12/2016;6890000
25;mujer;comercio;ventas diversas;robledo el diamante;7;24/10/2018;3000000
22;mujer;comercio;comercio;belen altavist;16;14/3/2016;2000000
24;mujer;comercio;ventas diversas;belencito;13;26/1/2018;4000000
23;mujer;comercio;ventas diversas;medellin;4;17/5/2017;6000000
23;hombre;comercio;ventas diversas;belen las violetas;16;26/1/2018;800000
23;mujer;comercio;venta de alimentos;belen aguas frias;16;19/12/2017;2000000
23;hombre;servicios;artes;belen las playas;16;20/2/2018;5000000
21;mujer;produccion;produccion;boston;10;22/3/2016;4000000
23;mujer;comercio;ventas diversas;villa hermosa;8;15/5/2018;4500000
37;hombre;comercio;ventas diversas;guayaquil sector el hueco;10;21/9/2017;7377000
21;hombre;servicios;belleza y estetica;belen fatima;90;13/1/2017;3500000
23;hombre;comercio;ventas diversas;belen los alpes;16;9/8/2018;2500000
23;mujer;comercio;ventas diversas;manrique;3;23/8/2018;6000000
21;mujer;comercio;comercio;manrique jardin;0;16/8/2016;2500000
23;mujer;comercio;ventas diversas;manrique;3;15/3/2018;4000000
21;hombre;comercio;comercio;catalina;9;25/11/2016;6890000
61;#N/A;comercio;venta de prendas de vestir via instagram;belen;16;5/9/2017;3000000
23;hombre;comercio;tiendas - venta de alimentos;los alamos;4;14/8/2018;5000000
21;mujer;comercio;comercio;la milagrosa;9;16/12/2016;5000000
21;hombre;comercio;comercio;belen;90;15/11/2016;4000000
22;hombre;comercio;venta de comidas preparadas;castilla;5;17/4/2018;4000000
21;mujer;servicios;servicios;el salvador;9;13/12/2016;2000000
22;mujer;produccion;confecciones;popular 1;1;15/8/2018;3400000
22;hombre;servicios;mantenimiento;belen;16;10/8/2018;6000000
21;mujer;servicios;belleza y estetica;granizal;1;17/5/2017;5300000
20;hombre;produccion;produccion;san rafael - guayabal;15;16/12/2016;3000000
22;mujer;comercio;venta de comidas preparadas;belen la gloria;16;12/7/2018;2000000
20;mujer;comercio;venta de alimentos;belen altavista;16;18/4/2017;4000000
21;hombre;comercio;venta de comidas preparadas;aranjuez;4;11/5/2018;1000000
36;mujer;servicios;belleza y estetica;belen rincon;16;6/9/2017;7000000
23;mujer;produccion;produccion;belen san bernardo;90;12/9/2016;6890000
21;hombre;servicios;mantenimiento;manrique;4;10/8/2018;5000000
20;mujer;comercio;tienda de mascotas;belen altavista;16;14/12/2017;5000000
19;hombre;comercio;ventas diversas;20 de julio;13;6/10/2017;4000000
20;mujer;produccion;agricultura - ganaderia;santa elena;90;19/2/2018;1.40E+07
18;mujer;servicios;servicios;caicedo;0;10/11/2016;5000000
21;mujer;servicios;belleza y estetica;buenos aires;9;7/12/2018;6000000
19;mujer;comercio;venta de alimentos;belen rincon;16;18/12/2017;4000000
26;hombre;produccion;confecciones;campo valdes;4;6/9/2017;6000000
19;hombre;comercio;venta de comidas preparadas;guayabal;15;14/12/2017;7370000
20;hombre;comercio;ventas diversas;belen altavista;16;23/8/2018;4500000
35;hombre;servicios;belleza y estetica;belen las violetas;16;21/9/2017;5000000
19;mujer;comercio;ventas diversas;trinidad;15;21/5/2018;3000000
27;hombre;comercio;estampación;centro comercial miami la candelaria;10;26/1/2018;5000000
25;mujer;produccion;produccion;alfonso lopez;5;22/3/2016;4000000
25;mujer;comercio;comercio;san javier;13;12/7/2016;5000000
27;mujer;produccion;ventas diversas;bello oriente;1;21/12/2018;2500000
26;mujer;produccion;confecciones;manrique san pablo;1;26/2/2018;3000000
;hombre;servicios;mantenimiento;caicedo;9;13/3/2017;4000000
27;hombre;comercio;ventas diversas;caicedo;9;12/6/2018;7812000
27;mujer;servicios;belleza y estetica;caicedo;9;13/6/2018;3000000
25;hombre;comercio;comercio;floresta la pradera;13;15/11/2016;6400000
27;mujer;servicios;belleza y estetica;manrique;3;24/9/2018;3000000
26;hombre;comercio;venta de comidas preparadas;moravia;4;15/5/2018;6500000
27;hombre;servicios;alquileres;castilla;5;8/9/2018;6000000
25;hombre;comercio;venta de comidas preparadas;campo valdes;4;21/2/2017;7377170
24;hombre;servicios;servicios;campiña;7;23/4/2016;6000000
26;hombre;servicios;belleza y estetica;campiña;7;26/4/2018;5000000
25;hombre;produccion;panaderia;la ladera;8;19/5/2017;1500000
27;hombre;comercio;venta de comidas preparadas;belen alpes;16;12/12/2018;9008303
26;mujer;comercio;venta de comidas preparadas;belen;16;12/4/2018;5500000
27;mujer;produccion;fabricacion de bolsos;la milagrosa;9;11/2/2019;7500000
26;mujer;servicios;salud;lopez de mesa;7;14/3/2018;3000000
26;hombre;servicios;belleza y estetica;santa cruz;2;15/1/2018;5000000
26;mujer;comercio;ventas diversas;belen alpes;16;12/7/2018;5000000
25;hombre;servicios;belleza y estetica;villa del socorro;2;13/10/2017;6000000
27;mujer;comercio;ventas diversas;villa del socorro;2;15/8/2018;3500000
24;mujer;produccion;produccion;campo valdes;4;16/2/2016;4000000
25;hombre;comercio;ventas diversas;florencia;5;13/1/2017;4000000
26;mujer;produccion;confecciones;andalucia;2;15/5/2018;5000000
24;hombre;produccion;produccion;picacho;6;24/5/2016;5000000
26;mujer;comercio;fotografia;versalles;3;9/8/2018;6000000
25;hombre;produccion;fabricacion de metalmecanica;castilla;5;29/6/2017;2.50E+07
49;hombre;produccion;fabricacion de metalmecanica;manrique;4;19/7/2017;4000000
24;mujer;comercio;comercio;manrique central;4;22/1/2016;4000000
26;mujer;comercio;ventas diversas;castilla;5;26/10/2018;6000000
25;mujer;produccion;ebanisteria;belalcazar;5;19/5/2017;5000000
27;mujer;comercio;ventas diversas;belalcazar;5;8/2/2019;7500000
24;mujer;produccion;produccion;20 de julio;13;19/7/2016;5000000
24;mujer;comercio;ventas diversas;aranjuez;4;17/2/2017;3000000
26;mujer;produccion;confecciones;manrique san pablo;1;16/8/2018;6000000
25;mujer;servicios;mantenimiento;los colores;11;14/3/2018;5000000
24;hombre;servicios;servicios;caicedo;0;22/8/2016;2000000
25;hombre;produccion;fabricación de resistencias electricas;robledo;7;16/4/2018;4000000
26;hombre;comercio;ok;francisco antonio zea;;5/4/2019;5000000
24;mujer;comercio;venta de alimentos;castilla;5;11/1/2017;6200000
26;mujer;comercio;ventas diversas;buenos aires;9;25/9/2018;2000000
25;mujer;comercio;ventas diversas;santander;6;20/11/2017;4500000
25;mujer;comercio;estampacion;doce de octubre;6;20/11/2017;4000000
25;mujer;produccion;confecciones;barrio triste;10;22/8/2017;5000000
25;mujer;servicios;belleza y estetica;andalucia;2;11/5/2018;5000000
25;hombre;comercio;ebanisteria;kennedy;6;21/5/2018;6000000
25;hombre;produccion;confecciones;doce de octubre;6;13/7/2018;4500000
26;hombre;comercio;tiendas - venta de alimentos;la esperanza;1;21/5/2018;6000000
25;mujer;comercio;ventas diversas;robledo miramar;7;20/11/2017;1200000
23;hombre;comercio;comercio;florencia;5;23/8/2016;5000000
25;mujer;comercio;tiendas - venta de alimentos;robledo miramar;7;16/8/2018;4000000
24;mujer;servicios;mantenimiento;belen rosales;16;19/12/2017;3000000
23;mujer;comercio;comercio;la frontera;2;10/11/2016;6890000
24;mujer;comercio;ventas diversas;la frontera;2;15/3/2018;7812000
23;hombre;comercio;venta de comidas preparadas;robledo;7;18/4/2017;6000000
25;hombre;produccion;confecciones;castilla;5;12/7/2018;6000000
23;mujer;comercio;ventas diversas;girardot;5;19/5/2017;6000000
25;hombre;comercio;venta de comidas preparadas;santa cruz;2;18/9/2018;2500000
23;mujer;comercio;comercio;bello horizonte;7;16/8/2016;2000000
23;hombre;comercio;comercio;pedregal;6;10/11/2016;4500000
24;hombre;comercio;ventas diversas;andalucia;2;6/6/2017;5000000
25;hombre;comercio;ventas diversas;andalucia;2;12/7/2017;1.50E+07
22;hombre;comercio;comercio;pedregal;6;11/10/2016;5500000
24;mujer;comercio;ventas diversas;robledo aures;7;14/6/2018;2500000
38;mujer;servicios;belleza y estetica;velodromo;5;22/9/2017;6000000
22;mujer;comercio;comercio;pedregal;6;11/5/2016;2000000
24;mujer;comercio;ventas diversas;san javier;13;12/7/2018;5000000
23;mujer;servicios;belleza y estetica;castilla;5;18/8/2017;3.00E+07
23;mujer;servicios;publicidad y/o comunicaciones;centro;10;30/1/2017;5000000
58;mujer;comercio;ventas diversas;fransisco antonio zea;5;21/9/2017;5000000
22;mujer;comercio;ventas diversas;manrrique;3;21/9/2017;3000000
23;mujer;comercio;venta de alimentos;popular # 2;1;14/10/2017;6000000
23;mujer;produccion;fabricacion de calzado;centro;10;13/10/2017;7000000
24;mujer;produccion;confecciones;picacho;6;20/3/2018;4000000
24;mujer;servicios;mantenimiento;castilla;5;11/5/2018;3000000
;mujer;comercio;ventas diversas;pradito;80;13/3/2017;1500000
23;mujer;servicios;belleza y estetica;castilla;5;13/6/2018;5000000
23;mujer;comercio;venta de comidas preparadas;doce de octubre;6;12/4/2018;4000000
22;mujer;comercio;comercio;enciso;8;13/12/2016;4000000
23;hombre;produccion;confecciones;santander;6;19/5/2017;3200000
23;mujer;produccion;confecciones;aranjuez san cayetano;4;15/8/2018;5450000
23;mujer;servicios;belleza y estetica;belen las playas;16;14/11/2018;6000000
21;mujer;comercio;comercio;castillas;5;19/12/2016;6890000
23;mujer;comercio;ventas diversas;castillas;5;21/9/2018;7800000
22;mujer;comercio;ventas diversas;robledo kennedy;6;22/8/2017;2000000
23;mujer;servicios;belleza y estetica;castilla;5;12/4/2018;7000000
23;hombre;servicios;barberia broodway;castilla;;11/3/2019;3000000
22;mujer;comercio;ventas diversas;altamira;7;14/12/2017;7300000
22;hombre;comercio;ventas diversas;estadio;11;25/1/2018;4500000
25;hombre;comercio;ventas diversas;aranjuez;4;6/6/2017;7377170
35;hombre;comercio;ventas diversas;popular#2;1;19/7/2017;3000000
21;hombre;comercio;comercio;picacho;5;21/10/2016;5000000
20;hombre;comercio;comercio;floresta;12;14/6/2016;5000000
26;mujer;comercio;ventas diversas;popular#2;1;21/9/2017;6000000
21;hombre;servicios;servicios;sector expo;4;23/8/2016;6980000
21;mujer;comercio;ventas diversas;villa del socorro;2;6/6/2017;5000000
67;mujer;comercio;ventas diversas;la milagrosa;9;19/7/2017;1000000
22;hombre;servicios;alquileres;robledo miramar;7;20/11/2017;5000000
22;hombre;servicios;mantenimiento;girardot;5;17/4/2018;5500000
23;mujer;produccion;confecciones;blanquizal;13;22/9/2017;7000000
22;mujer;servicios;belleza y estetica;villa niza;2;14/6/2018;4000000
20;hombre;servicios;servicios;castilla;5;28/11/2016;3000000
22;hombre;comercio;ventas diversas;castilla;5;8/9/2018;7800000
20;hombre;comercio;comercio;castilla;5;29/8/2016;5000000
22;hombre;servicios;belleza y estetica;alfonso lopez;5;14/12/2017;4000000
21;hombre;servicios;publicidad y/o comunicaciones;toscana;5;8/8/2017;7377000
19;hombre;servicios;servicios;castilla;5;22/1/2016;4000000
21;hombre;comercio;ventas diversas;robledo miramar;6;19/12/2017;5000000
22;mujer;comercio;tiendas - venta de alimentos;manrique las esmeralda;4;14/6/2018;5000000
20;mujer;comercio;comercio;la aurora;90;17/6/2016;3000000
21;mujer;comercio;venta de alimentos;picachito;6;23/5/2017;6000000
22;hombre;comercio;venta de comidas preparadas;girardot;5;8/6/2018;2000000
22;mujer;produccion;fabricación de calzado;castilla;5;28/8/2018;5000000
20;hombre;servicios;belleza y estetica;12 de octubre;6;19/5/2017;3000000
22;mujer;comercio;tienda de mascotas gama;aranjuez;;25/4/2019;4350000
22;mujer;comercio;ventas diversas;castilla;5;9/8/2018;5000000
21;mujer;produccion;confecciones;aranjuez;4;19/12/2017;4000000
19;mujer;servicios;servicios;castilla;5;10/11/2016;5000000
21;hombre;comercio;ventas diversas;francisco antonio zea;5;10/8/2018;6000000
19;mujer;comercio;comercio;nuevo occidente;7;21/9/2016;4000000
20;hombre;comercio;tiendas - venta de alimentos;picachito;6;16/3/2018;4000000
;mujer;produccion;manualidades;santa cruz;2;27/3/2017;6000000
21;mujer;comercio;ventas diversas;santa cruz;2;24/8/2018;7812000
20;mujer;comercio;ventas diversas;castilla;5;14/6/2018;7000000
20;mujer;servicios;belleza y estetica;doce de octubre;6;11/7/2018;5000000
21;mujer;comercio;tiendas - venta de alimentos;santa cruz;90;29/1/2019;5000000
18;mujer;comercio;comercio;12 de octubre;6;19/12/2016;5000000
19;mujer;comercio;ventas diversas;centro;10;19/5/2017;5000000
19;hombre;comercio;ventas diversas;12  de octubre;6;13/10/2017;4000000
19;mujer;servicios;belleza y estetica;doce de octub re;6;24/4/2018;3500000
19;mujer;comercio;venta de comidas preparadas;francisco antonio zea;5;14/3/2018;6000000
;mujer;comercio;ventas diversas;castilla;5;13/3/2017;3500000
19;mujer;comercio;ventas diversas;castilla;5;23/11/2017;7000000
50;mujer;produccion;confecciones;doce de octubre;6;22/9/2017;3000000
18;mujer;servicios;belleza y estetica;robledo;7;20/6/2017;3000000
61;mujer;servicios;belleza y estetica;belen;16;24/7/2017;7000000
19;mujer;servicios;belleza y estetica;robledo;7;16/7/2018;6000000
19;hombre;comercio;ventas diversas;doce de octubre;6;24/8/2018;1200000
19;mujer;produccion;confecciones;el compromisa-santo domingo;1;25/1/2018;5000000
19;hombre;servicios;artes;santa cruz;2;15/6/2018;6500000
18;mujer;servicios;belleza y estetica;robledo miramar;7;19/2/2018;4000000
29;mujer;comercio;ventas diversas;guayabal;15;22/1/2019;1000000
19;hombre;comercio;ventas diversas;el salvador;9;15/8/2018;5000000
18;hombre;servicios;servicios;santo domingo;1;19/12/2016;5000000
26;mujer;comercio;tiendas - venta de alimentos;belen altavista;16;14/3/2018;2000000
21;hombre;comercio;ventas diversas;el salado;13;23/8/2018;3000000
;mujer;comercio;ventas diversas;la aurora;90;27/3/2017;5000000
21;mujer;comercio;ventas diversas;la aurora;60;24/11/2018;5000000
18;mujer;comercio;ventas diversas;moravia;4;14/6/2018;3500000
20;hombre;comercio;ventas diversas;robledo;7;13/1/2018;4500000
21;mujer;comercio;ventas diversas;robledo vallejuelos;7;18/4/2017;4000000
26;hombre;produccion;fabricación productos de aseo;trinidad;15;19/2/2018;2.00E+07
26;mujer;servicios;alquileres;santo dominga savio # 1;1;21/3/2018;6000000
26;mujer;comercio;venta de comidas preparadas;acevedo;2;16/8/2018;6000000
24;mujer;comercio;comercio;san javier;13;11/5/2016;5000000
27;mujer;comercio;tiendas - venta de alimentos;popular;1;25/10/2018;3000000
25;hombre;servicios;mantenimiento;manrique;3;18/12/2017;5000000
25;mujer;comercio;venta de alimentos;moravia;4;18/11/2017;6000000
;hombre;servicios;servicios domesticos;buenos aires;9;21/3/2017;3.02E+07
23;mujer;comercio;comercio;santander;5;22/1/2016;5000000
26;mujer;servicios;belleza y estetica;santo domingo;1;21/12/2018;4000000
26;hombre;servicios;mantenimiento;pradito-san antonio de prado;80;11/7/2018;6000000
26;mujer;comercio;ventas diversas;popular # 2;1;24/9/2018;6000000
25;hombre;servicios;mantenimiento;campo valdes;4;20/11/2017;2000000
26;hombre;servicios;entretenimiento;campo valdes;4;7/9/2018;5000000
25;mujer;comercio;ventas diversas;aranjuez;4;13/10/2017;4000000
28;mujer;comercio;ventas diversas;san blas;3;21/9/2017;7370000
26;mujer;comercio;todo en tecnologia, deportes y electrodomesticos;campo valdes;;11/3/2019;8280000
26;mujer;comercio;venta de comidas preparadas;aranjuez;4;13/6/2018;4500000
43;hombre;servicios;belleza y estetica;santa cruz;2;21/9/2017;6000000
26;mujer;comercio;venta de obleas y solteritas;miranda;;11/3/2019;1500000
25;mujer;servicios;belleza y estetica;12 de octubre;6;22/8/2017;5000000
25;hombre;servicios;mantenimiento;manrique orientall;3;28/8/2018;1.95E+07
26;mujer;comercio;ventas diversas;moravia;4;9/8/2018;1200000
25;mujer;servicios;belleza y estetica;manrique oriental;3;13/6/2018;5800000
25;hombre;servicios;belleza y estetica;aranjuez;4;10/8/2018;4650000
25;mujer;comercio;estampación;robledo;7;8/6/2018;6000000
23;mujer;comercio;comercio;doce octubre;6;26/8/2016;4000000
24;mujer;comercio;ventas diversas;doce octubre;6;22/11/2017;6500000
24;mujer;produccion;manualidades;buenos aires;9;11/1/2017;6000000
25;mujer;servicios;belleza y estetica;manrique;3;23/1/2017;3000000
27;mujer;servicios;tienda del barbero;manrique;;21/3/2019;4500000
24;mujer;comercio;venta de comidas preparadas;boston;10;23/4/2018;1500000
24;mujer;comercio;ventas diversas;robledo;7;17/5/2017;3000000
23;hombre;comercio;comercio;campo valdes;4;17/5/2016;1500000
